 InvH_pty_icode,InvH_Billdate,,
 0,6/8/2009,7:44:00,PM
 0,6/8/2009,7:44:00,PM
 0,6/8/2009,7:45:00,PM
 0,6/8/2009,7:45:00,PM
 0,6/8/2009,7:45:00,PM
 0,6/8/2009,7:46:00,PM
 0,6/8/2009,7:46:00,PM
 0,6/8/2009,7:46:00,PM
 0,6/8/2009,7:46:00,PM
 0,6/8/2009,7:47:00,PM
 0,6/8/2009,7:48:00,PM
 3074,6/8/2009,7:48:00,PM
 0,6/8/2009,7:48:00,PM
 0,6/8/2009,7:48:00,PM
 0,6/8/2009,7:49:00,PM
 0,6/8/2009,7:49:00,PM
 0,6/8/2009,7:49:00,PM
 0,6/8/2009,7:49:00,PM
 0,6/8/2009,7:50:00,PM
 0,6/8/2009,7:51:00,PM
 0,6/8/2009,7:51:00,PM
 0,6/8/2009,7:51:00,PM
 0,6/8/2009,7:52:00,PM
 0,6/8/2009,7:52:00,PM
 0,6/8/2009,7:52:00,PM
 0,6/8/2009,7:53:00,PM
 0,6/8/2009,7:53:00,PM
 0,6/8/2009,7:54:00,PM
 0,6/8/2009,7:55:00,PM
 0,6/8/2009,7:55:00,PM
 0,6/8/2009,7:55:00,PM
 0,6/8/2009,7:57:00,PM
 0,6/8/2009,7:57:00,PM
 0,6/8/2009,7:57:00,PM
 0,6/8/2009,7:58:00,PM
 0,6/8/2009,7:59:00,PM
 0,6/8/2009,7:59:00,PM
 0,6/8/2009,8:00:00,PM
 0,6/8/2009,8:00:00,PM
 0,6/8/2009,8:01:00,PM
 0,6/8/2009,8:01:00,PM
 0,6/8/2009,8:01:00,PM
 0,6/8/2009,8:01:00,PM
 0,6/8/2009,8:02:00,PM
 0,6/8/2009,8:02:00,PM
 0,6/8/2009,8:02:00,PM
 0,6/8/2009,8:02:00,PM
 0,6/8/2009,8:03:00,PM
 0,6/8/2009,8:03:00,PM
 0,6/8/2009,8:03:00,PM
 0,6/8/2009,8:03:00,PM
 0,6/8/2009,8:05:00,PM
 0,6/8/2009,8:06:00,PM
 0,6/8/2009,8:06:00,PM
 0,6/8/2009,8:06:00,PM
 0,6/8/2009,8:06:00,PM
 0,6/8/2009,8:06:00,PM
 0,6/8/2009,8:06:00,PM
 0,6/8/2009,8:07:00,PM
 0,6/8/2009,8:07:00,PM
 0,6/8/2009,8:07:00,PM
 0,6/8/2009,8:08:00,PM
 0,6/8/2009,8:08:00,PM
 0,6/8/2009,8:09:00,PM
 0,6/8/2009,8:09:00,PM
 0,6/8/2009,8:10:00,PM
 0,6/8/2009,8:10:00,PM
 0,6/8/2009,8:11:00,PM
 0,6/8/2009,8:11:00,PM
 0,6/8/2009,8:11:00,PM
 0,6/8/2009,8:11:00,PM
 0,6/8/2009,8:11:00,PM
 0,6/8/2009,8:11:00,PM
 0,6/8/2009,8:11:00,PM
 0,6/8/2009,8:12:00,PM
 0,6/8/2009,8:12:00,PM
 0,6/8/2009,8:12:00,PM
 0,6/8/2009,8:12:00,PM
 0,6/8/2009,8:13:00,PM
 0,6/8/2009,8:13:00,PM
 0,6/8/2009,8:13:00,PM
 0,6/8/2009,8:13:00,PM
 0,6/8/2009,8:14:00,PM
 0,6/8/2009,8:14:00,PM
 0,6/8/2009,8:14:00,PM
 0,6/8/2009,8:15:00,PM
 0,6/8/2009,8:15:00,PM
 0,6/8/2009,8:16:00,PM
 0,6/8/2009,8:17:00,PM
 0,6/8/2009,8:17:00,PM
 0,6/8/2009,8:17:00,PM
 0,6/8/2009,8:18:00,PM
 0,6/8/2009,8:18:00,PM
 0,6/8/2009,8:19:00,PM
 0,6/8/2009,8:19:00,PM
 0,6/8/2009,8:20:00,PM
 0,6/8/2009,8:21:00,PM
 0,6/8/2009,8:22:00,PM
 0,6/8/2009,8:23:00,PM
 0,6/8/2009,8:23:00,PM
 0,6/8/2009,8:23:00,PM
 0,6/8/2009,8:24:00,PM
 0,6/8/2009,8:25:00,PM
 0,6/8/2009,8:25:00,PM
 0,6/8/2009,8:26:00,PM
 0,6/8/2009,8:27:00,PM
 0,6/8/2009,8:27:00,PM
 0,6/8/2009,8:27:00,PM
 0,6/8/2009,8:28:00,PM
 0,6/8/2009,8:29:00,PM
 0,6/8/2009,8:29:00,PM
 0,6/8/2009,8:29:00,PM
 0,6/8/2009,8:30:00,PM
 0,6/8/2009,8:30:00,PM
 0,6/8/2009,8:30:00,PM
 0,6/8/2009,8:31:00,PM
 0,6/8/2009,8:31:00,PM
 0,6/8/2009,8:33:00,PM
 0,6/8/2009,8:34:00,PM
 0,6/8/2009,8:34:00,PM
 0,6/8/2009,8:35:00,PM
 0,6/8/2009,8:35:00,PM
 0,6/8/2009,8:37:00,PM
 0,6/8/2009,8:37:00,PM
 0,6/8/2009,8:37:00,PM
 0,6/8/2009,8:39:00,PM
 0,6/8/2009,8:39:00,PM
 0,6/8/2009,8:42:00,PM
 0,6/8/2009,8:42:00,PM
 0,6/8/2009,8:44:00,PM
 0,6/8/2009,8:44:00,PM
 0,6/8/2009,8:45:00,PM
 0,6/8/2009,8:45:00,PM
 0,6/8/2009,8:46:00,PM
 0,6/8/2009,8:46:00,PM
 0,6/8/2009,8:47:00,PM
 0,6/8/2009,8:48:00,PM
 0,6/8/2009,8:48:00,PM
 0,6/8/2009,8:49:00,PM
 0,6/8/2009,8:49:00,PM
 0,6/8/2009,8:50:00,PM
 0,6/8/2009,8:50:00,PM
 0,6/8/2009,8:51:00,PM
 0,6/8/2009,8:51:00,PM
 0,6/8/2009,8:52:00,PM
 0,6/8/2009,8:52:00,PM
 0,6/8/2009,8:53:00,PM
 0,6/8/2009,8:53:00,PM
 0,6/8/2009,8:54:00,PM
 0,6/8/2009,8:54:00,PM
 0,6/8/2009,8:55:00,PM
 0,6/8/2009,8:55:00,PM
 0,6/8/2009,8:55:00,PM
 0,6/8/2009,8:56:00,PM
 0,6/8/2009,8:57:00,PM
 0,6/8/2009,8:58:00,PM
 0,6/8/2009,8:58:00,PM
 0,6/8/2009,8:58:00,PM
 0,6/8/2009,8:59:00,PM
 0,6/8/2009,8:59:00,PM
 0,6/8/2009,9:01:00,PM
 0,6/8/2009,9:02:00,PM
 0,6/8/2009,9:02:00,PM
 0,6/8/2009,9:03:00,PM
 0,6/8/2009,9:03:00,PM
 0,6/8/2009,9:04:00,PM
 0,6/8/2009,9:05:00,PM
 0,6/8/2009,9:05:00,PM
 0,6/8/2009,9:08:00,PM
 0,6/8/2009,9:09:00,PM
 0,6/8/2009,9:09:00,PM
 0,6/8/2009,9:09:00,PM
 0,6/8/2009,9:10:00,PM
 0,6/8/2009,9:11:00,PM
 0,6/8/2009,9:11:00,PM
 0,6/8/2009,9:13:00,PM
 0,6/8/2009,9:19:00,PM
 0,6/8/2009,9:19:00,PM
 0,6/9/2009,9:00:00,AM
 0,6/9/2009,9:01:00,AM
 0,6/9/2009,9:02:00,AM
 0,6/9/2009,9:03:00,AM
 0,6/9/2009,9:04:00,AM
 0,6/9/2009,9:06:00,AM
 0,6/9/2009,9:08:00,AM
 0,6/9/2009,9:11:00,AM
 0,6/9/2009,9:11:00,AM
 0,6/9/2009,9:12:00,AM
 0,6/9/2009,9:16:00,AM
 0,6/9/2009,9:17:00,AM
 0,6/9/2009,9:18:00,AM
 0,6/9/2009,9:19:00,AM
 0,6/9/2009,9:20:00,AM
 0,6/9/2009,9:20:00,AM
 0,6/9/2009,9:20:00,AM
 0,6/9/2009,9:21:00,AM
 0,6/9/2009,9:21:00,AM
 0,6/9/2009,9:21:00,AM
 0,6/9/2009,9:22:00,AM
 0,6/9/2009,9:22:00,AM
 0,6/9/2009,9:23:00,AM
 0,6/9/2009,9:25:00,AM
 0,6/9/2009,9:26:00,AM
 0,6/9/2009,9:26:00,AM
 0,6/9/2009,9:27:00,AM
 0,6/9/2009,9:28:00,AM
 0,6/9/2009,9:29:00,AM
 0,6/9/2009,9:30:00,AM
 0,6/9/2009,9:31:00,AM
 0,6/9/2009,9:31:00,AM
 0,6/9/2009,9:33:00,AM
 0,6/9/2009,9:35:00,AM
 0,6/9/2009,9:35:00,AM
 0,6/9/2009,9:36:00,AM
 0,6/9/2009,9:38:00,AM
 0,6/9/2009,9:38:00,AM
 0,6/9/2009,9:39:00,AM
 0,6/9/2009,9:40:00,AM
 0,6/9/2009,9:41:00,AM
 0,6/9/2009,9:41:00,AM
 0,6/9/2009,9:42:00,AM
 0,6/9/2009,9:43:00,AM
 0,6/9/2009,9:44:00,AM
 0,6/9/2009,9:44:00,AM
 0,6/9/2009,9:44:00,AM
 0,6/9/2009,9:45:00,AM
 0,6/9/2009,9:47:00,AM
 0,6/9/2009,9:48:00,AM
 0,6/9/2009,9:48:00,AM
 0,6/9/2009,9:48:00,AM
 0,6/9/2009,9:49:00,AM
 0,6/9/2009,9:49:00,AM
 0,6/9/2009,9:50:00,AM
 0,6/9/2009,9:53:00,AM
 0,6/9/2009,9:53:00,AM
 0,6/9/2009,9:54:00,AM
 0,6/9/2009,9:55:00,AM
 0,6/9/2009,9:55:00,AM
 0,6/9/2009,9:56:00,AM
 0,6/9/2009,9:56:00,AM
 0,6/9/2009,9:57:00,AM
 0,6/9/2009,9:57:00,AM
 0,6/9/2009,9:58:00,AM
 0,6/9/2009,9:58:00,AM
 0,6/9/2009,9:58:00,AM
 0,6/9/2009,9:59:00,AM
 0,6/9/2009,9:59:00,AM
 0,6/9/2009,10:01:00,AM
 0,6/9/2009,10:01:00,AM
 0,6/9/2009,10:02:00,AM
 0,6/9/2009,10:03:00,AM
 0,6/9/2009,10:04:00,AM
 0,6/9/2009,10:05:00,AM
 0,6/9/2009,10:05:00,AM
 0,6/9/2009,10:06:00,AM
 0,6/9/2009,10:07:00,AM
 0,6/9/2009,10:07:00,AM
 0,6/9/2009,10:09:00,AM
 0,6/9/2009,10:09:00,AM
 0,6/9/2009,10:10:00,AM
 0,6/9/2009,10:10:00,AM
 0,6/9/2009,10:11:00,AM
 0,6/9/2009,10:11:00,AM
 0,6/9/2009,10:12:00,AM
 0,6/9/2009,10:12:00,AM
 0,6/9/2009,10:12:00,AM
 0,6/9/2009,10:13:00,AM
 0,6/9/2009,10:13:00,AM
 0,6/9/2009,10:14:00,AM
 0,6/9/2009,10:14:00,AM
 0,6/9/2009,10:14:00,AM
 0,6/9/2009,10:15:00,AM
 0,6/9/2009,10:15:00,AM
 0,6/9/2009,10:15:00,AM
 0,6/9/2009,10:15:00,AM
 0,6/9/2009,10:16:00,AM
 0,6/9/2009,10:16:00,AM
 3061,6/9/2009,10:17:00,AM
 0,6/9/2009,10:18:00,AM
 0,6/9/2009,10:18:00,AM
 0,6/9/2009,10:19:00,AM
 0,6/9/2009,10:19:00,AM
 0,6/9/2009,10:19:00,AM
 0,6/9/2009,10:20:00,AM
 0,6/9/2009,10:20:00,AM
 0,6/9/2009,10:20:00,AM
 0,6/9/2009,10:21:00,AM
 0,6/9/2009,10:21:00,AM
 0,6/9/2009,10:22:00,AM
 0,6/9/2009,10:22:00,AM
 0,6/9/2009,10:23:00,AM
 0,6/9/2009,10:23:00,AM
 0,6/9/2009,10:23:00,AM
 0,6/9/2009,10:24:00,AM
 0,6/9/2009,10:24:00,AM
 0,6/9/2009,10:26:00,AM
 0,6/9/2009,10:26:00,AM
 0,6/9/2009,10:28:00,AM
 0,6/9/2009,10:28:00,AM
 0,6/9/2009,10:29:00,AM
 0,6/9/2009,10:29:00,AM
 0,6/9/2009,10:29:00,AM
 0,6/9/2009,10:30:00,AM
 0,6/9/2009,10:31:00,AM
 0,6/9/2009,10:32:00,AM
 0,6/9/2009,10:32:00,AM
 0,6/9/2009,10:33:00,AM
 0,6/9/2009,10:34:00,AM
 0,6/9/2009,10:34:00,AM
 0,6/9/2009,10:36:00,AM
 0,6/9/2009,10:36:00,AM
 0,6/9/2009,10:38:00,AM
 0,6/9/2009,10:38:00,AM
 0,6/9/2009,10:39:00,AM
 0,6/9/2009,10:40:00,AM
 0,6/9/2009,10:41:00,AM
 0,6/9/2009,10:42:00,AM
 0,6/9/2009,10:43:00,AM
 0,6/9/2009,10:43:00,AM
 3061,6/9/2009,10:43:00,AM
 0,6/9/2009,10:45:00,AM
 0,6/9/2009,10:45:00,AM
 0,6/9/2009,10:46:00,AM
 0,6/9/2009,10:47:00,AM
 0,6/9/2009,10:47:00,AM
 0,6/9/2009,10:47:00,AM
 0,6/9/2009,10:48:00,AM
 0,6/9/2009,10:48:00,AM
 0,6/9/2009,10:49:00,AM
 0,6/9/2009,10:50:00,AM
 0,6/9/2009,10:50:00,AM
 0,6/9/2009,10:51:00,AM
 0,6/9/2009,10:51:00,AM
 0,6/9/2009,10:52:00,AM
 0,6/9/2009,10:52:00,AM
 0,6/9/2009,10:54:00,AM
 0,6/9/2009,10:56:00,AM
 0,6/9/2009,10:56:00,AM
 0,6/9/2009,10:57:00,AM
 0,6/9/2009,10:57:00,AM
 0,6/9/2009,10:57:00,AM
 0,6/9/2009,10:57:00,AM
 0,6/9/2009,10:58:00,AM
 0,6/9/2009,10:58:00,AM
 0,6/9/2009,10:59:00,AM
 0,6/9/2009,10:59:00,AM
 0,6/9/2009,11:00:00,AM
 0,6/9/2009,11:01:00,AM
 0,6/9/2009,11:02:00,AM
 0,6/9/2009,11:04:00,AM
 0,6/9/2009,11:05:00,AM
 0,6/9/2009,11:05:00,AM
 0,6/9/2009,11:05:00,AM
 0,6/9/2009,11:08:00,AM
 0,6/9/2009,11:08:00,AM
 0,6/9/2009,11:08:00,AM
 0,6/9/2009,11:09:00,AM
 0,6/9/2009,11:10:00,AM
 0,6/9/2009,11:10:00,AM
 0,6/9/2009,11:10:00,AM
 0,6/9/2009,11:11:00,AM
 0,6/9/2009,11:12:00,AM
 0,6/9/2009,11:12:00,AM
 0,6/9/2009,11:12:00,AM
 0,6/9/2009,11:13:00,AM
 0,6/9/2009,11:13:00,AM
 0,6/9/2009,11:14:00,AM
 0,6/9/2009,11:14:00,AM
 0,6/9/2009,11:14:00,AM
 0,6/9/2009,11:14:00,AM
 0,6/9/2009,11:14:00,AM
 0,6/9/2009,11:14:00,AM
 0,6/9/2009,11:15:00,AM
 0,6/9/2009,11:16:00,AM
 0,6/9/2009,11:16:00,AM
 0,6/9/2009,11:16:00,AM
 0,6/9/2009,11:16:00,AM
 0,6/9/2009,11:17:00,AM
 0,6/9/2009,11:17:00,AM
 0,6/9/2009,11:17:00,AM
 0,6/9/2009,11:18:00,AM
 0,6/9/2009,11:19:00,AM
 0,6/9/2009,11:19:00,AM
 0,6/9/2009,11:19:00,AM
 0,6/9/2009,11:20:00,AM
 0,6/9/2009,11:20:00,AM
 0,6/9/2009,11:21:00,AM
 0,6/9/2009,11:21:00,AM
 0,6/9/2009,11:23:00,AM
 0,6/9/2009,11:23:00,AM
 0,6/9/2009,11:23:00,AM
 0,6/9/2009,11:24:00,AM
 0,6/9/2009,11:25:00,AM
 0,6/9/2009,11:25:00,AM
 0,6/9/2009,11:25:00,AM
 0,6/9/2009,11:26:00,AM
 0,6/9/2009,11:26:00,AM
 0,6/9/2009,11:28:00,AM
 0,6/9/2009,11:29:00,AM
 0,6/9/2009,11:30:00,AM
 0,6/9/2009,11:31:00,AM
 0,6/9/2009,11:32:00,AM
 0,6/9/2009,11:32:00,AM
 0,6/9/2009,11:32:00,AM
 0,6/9/2009,11:33:00,AM
 0,6/9/2009,11:33:00,AM
 0,6/9/2009,11:34:00,AM
 0,6/9/2009,11:35:00,AM
 0,6/9/2009,11:36:00,AM
 0,6/9/2009,11:36:00,AM
 0,6/9/2009,11:36:00,AM
 0,6/9/2009,11:37:00,AM
 0,6/9/2009,11:37:00,AM
 0,6/9/2009,11:38:00,AM
 0,6/9/2009,11:39:00,AM
 0,6/9/2009,11:40:00,AM
 0,6/9/2009,11:41:00,AM
 0,6/9/2009,11:41:00,AM
 0,6/9/2009,11:42:00,AM
 0,6/9/2009,11:42:00,AM
 0,6/9/2009,11:43:00,AM
 0,6/9/2009,11:43:00,AM
 0,6/9/2009,11:43:00,AM
 0,6/9/2009,11:44:00,AM
 0,6/9/2009,11:44:00,AM
 0,6/9/2009,11:45:00,AM
 0,6/9/2009,11:45:00,AM
 0,6/9/2009,11:46:00,AM
 0,6/9/2009,11:46:00,AM
 0,6/9/2009,11:47:00,AM
 0,6/9/2009,11:47:00,AM
 0,6/9/2009,11:48:00,AM
 0,6/9/2009,11:48:00,AM
 0,6/9/2009,11:48:00,AM
 0,6/9/2009,11:48:00,AM
 0,6/9/2009,11:49:00,AM
 0,6/9/2009,11:49:00,AM
 0,6/9/2009,11:50:00,AM
 0,6/9/2009,11:52:00,AM
 0,6/9/2009,11:52:00,AM
 0,6/9/2009,11:53:00,AM
 0,6/9/2009,11:53:00,AM
 0,6/9/2009,11:53:00,AM
 0,6/9/2009,11:54:00,AM
 0,6/9/2009,11:54:00,AM
 0,6/9/2009,11:55:00,AM
 0,6/9/2009,11:55:00,AM
 0,6/9/2009,11:55:00,AM
 0,6/9/2009,11:56:00,AM
 0,6/9/2009,11:56:00,AM
 0,6/9/2009,11:56:00,AM
 0,6/9/2009,11:57:00,AM
 0,6/9/2009,11:59:00,AM
 0,6/9/2009,11:59:00,AM
 0,6/9/2009,12:00:00,PM
 0,6/9/2009,12:00:00,PM
 0,6/9/2009,12:00:00,PM
 0,6/9/2009,12:00:00,PM
 0,6/9/2009,12:00:00,PM
 0,6/9/2009,12:01:00,PM
 0,6/9/2009,12:01:00,PM
 0,6/9/2009,12:02:00,PM
 0,6/9/2009,12:02:00,PM
 0,6/9/2009,12:02:00,PM
 0,6/9/2009,12:03:00,PM
 0,6/9/2009,12:03:00,PM
 0,6/9/2009,12:03:00,PM
 0,6/9/2009,12:04:00,PM
 0,6/9/2009,12:05:00,PM
 0,6/9/2009,12:05:00,PM
 0,6/9/2009,12:05:00,PM
 0,6/9/2009,12:05:00,PM
 0,6/9/2009,12:06:00,PM
 0,6/9/2009,12:06:00,PM
 0,6/9/2009,12:07:00,PM
 0,6/9/2009,12:07:00,PM
 0,6/9/2009,12:08:00,PM
 0,6/9/2009,12:08:00,PM
 0,6/9/2009,12:08:00,PM
 0,6/9/2009,12:09:00,PM
 0,6/9/2009,12:09:00,PM
 0,6/9/2009,12:09:00,PM
 0,6/9/2009,12:10:00,PM
 0,6/9/2009,12:10:00,PM
 0,6/9/2009,12:10:00,PM
 0,6/9/2009,12:11:00,PM
 0,6/9/2009,12:12:00,PM
 0,6/9/2009,12:12:00,PM
 0,6/9/2009,12:13:00,PM
 0,6/9/2009,12:13:00,PM
 0,6/9/2009,12:13:00,PM
 0,6/9/2009,12:14:00,PM
 0,6/9/2009,12:14:00,PM
 0,6/9/2009,12:14:00,PM
 0,6/9/2009,12:15:00,PM
 0,6/9/2009,12:15:00,PM
 0,6/9/2009,12:15:00,PM
 0,6/9/2009,12:16:00,PM
 0,6/9/2009,12:16:00,PM
 0,6/9/2009,12:17:00,PM
 0,6/9/2009,12:18:00,PM
 0,6/9/2009,12:18:00,PM
 0,6/9/2009,12:18:00,PM
 0,6/9/2009,12:18:00,PM
 0,6/9/2009,12:19:00,PM
 0,6/9/2009,12:19:00,PM
 0,6/9/2009,12:19:00,PM
 0,6/9/2009,12:20:00,PM
 0,6/9/2009,12:20:00,PM
 0,6/9/2009,12:20:00,PM
 0,6/9/2009,12:20:00,PM
 0,6/9/2009,12:20:00,PM
 0,6/9/2009,12:21:00,PM
 0,6/9/2009,12:21:00,PM
 0,6/9/2009,12:21:00,PM
 0,6/9/2009,12:21:00,PM
 0,6/9/2009,12:22:00,PM
 0,6/9/2009,12:22:00,PM
 0,6/9/2009,12:23:00,PM
 0,6/9/2009,12:23:00,PM
 0,6/9/2009,12:24:00,PM
 0,6/9/2009,12:24:00,PM
 0,6/9/2009,12:25:00,PM
 0,6/9/2009,12:25:00,PM
 0,6/9/2009,12:25:00,PM
 0,6/9/2009,12:27:00,PM
 0,6/9/2009,12:28:00,PM
 0,6/9/2009,12:28:00,PM
 0,6/9/2009,12:29:00,PM
 0,6/9/2009,12:30:00,PM
 0,6/9/2009,12:30:00,PM
 0,6/9/2009,12:31:00,PM
 0,6/9/2009,12:31:00,PM
 3039,6/9/2009,12:32:00,PM
 0,6/9/2009,12:32:00,PM
 2721,6/9/2009,12:32:00,PM
 0,6/9/2009,12:34:00,PM
 0,6/9/2009,12:34:00,PM
 0,6/9/2009,12:35:00,PM
 0,6/9/2009,12:35:00,PM
 0,6/9/2009,12:35:00,PM
 0,6/9/2009,12:37:00,PM
 0,6/9/2009,12:37:00,PM
 0,6/9/2009,12:37:00,PM
 0,6/9/2009,12:38:00,PM
 0,6/9/2009,12:38:00,PM
 0,6/9/2009,12:38:00,PM
 0,6/9/2009,12:38:00,PM
 0,6/9/2009,12:39:00,PM
 0,6/9/2009,12:41:00,PM
 0,6/9/2009,12:41:00,PM
 0,6/9/2009,12:41:00,PM
 3071,6/9/2009,12:41:00,PM
 0,6/9/2009,12:41:00,PM
 0,6/9/2009,12:41:00,PM
 0,6/9/2009,12:41:00,PM
 0,6/9/2009,12:42:00,PM
 3071,6/9/2009,12:42:00,PM
 0,6/9/2009,12:42:00,PM
 0,6/9/2009,12:44:00,PM
 0,6/9/2009,12:44:00,PM
 0,6/9/2009,12:45:00,PM
 0,6/9/2009,12:45:00,PM
 0,6/9/2009,12:46:00,PM
 0,6/9/2009,12:46:00,PM
 3074,6/9/2009,12:47:00,PM
 0,6/9/2009,12:47:00,PM
 0,6/9/2009,12:47:00,PM
 0,6/9/2009,12:47:00,PM
 0,6/9/2009,12:48:00,PM
 0,6/9/2009,12:48:00,PM
 0,6/9/2009,12:48:00,PM
 0,6/9/2009,12:49:00,PM
 0,6/9/2009,12:50:00,PM
 0,6/9/2009,12:51:00,PM
 0,6/9/2009,12:51:00,PM
 0,6/9/2009,12:51:00,PM
 3061,6/9/2009,12:51:00,PM
 0,6/9/2009,12:52:00,PM
 0,6/9/2009,12:52:00,PM
 0,6/9/2009,12:52:00,PM
 0,6/9/2009,12:54:00,PM
 0,6/9/2009,12:54:00,PM
 0,6/9/2009,12:54:00,PM
 0,6/9/2009,12:56:00,PM
 0,6/9/2009,12:56:00,PM
 0,6/9/2009,12:56:00,PM
 0,6/9/2009,12:57:00,PM
 0,6/9/2009,12:57:00,PM
 0,6/9/2009,12:58:00,PM
 0,6/9/2009,12:59:00,PM
 0,6/9/2009,12:59:00,PM
 0,6/9/2009,12:59:00,PM
 0,6/9/2009,12:59:00,PM
 0,6/9/2009,1:00:00,PM
 0,6/9/2009,1:00:00,PM
 0,6/9/2009,1:01:00,PM
 0,6/9/2009,1:01:00,PM
 0,6/9/2009,1:01:00,PM
 0,6/9/2009,1:01:00,PM
 0,6/9/2009,1:04:00,PM
 0,6/9/2009,1:05:00,PM
 0,6/9/2009,1:06:00,PM
 0,6/9/2009,1:07:00,PM
 0,6/9/2009,1:08:00,PM
 0,6/9/2009,1:08:00,PM
 0,6/9/2009,1:09:00,PM
 0,6/9/2009,1:10:00,PM
 0,6/9/2009,1:10:00,PM
 0,6/9/2009,1:11:00,PM
 2740,6/9/2009,1:12:00,PM
 0,6/9/2009,1:13:00,PM
 0,6/9/2009,1:13:00,PM
 0,6/9/2009,1:13:00,PM
 0,6/9/2009,1:14:00,PM
 0,6/9/2009,1:14:00,PM
 0,6/9/2009,1:14:00,PM
 0,6/9/2009,1:14:00,PM
 0,6/9/2009,1:15:00,PM
 0,6/9/2009,1:16:00,PM
 0,6/9/2009,1:16:00,PM
 3074,6/9/2009,1:18:00,PM
 0,6/9/2009,1:18:00,PM
 0,6/9/2009,1:18:00,PM
 0,6/9/2009,1:19:00,PM
 0,6/9/2009,1:19:00,PM
 0,6/9/2009,1:20:00,PM
 0,6/9/2009,1:20:00,PM
 0,6/9/2009,1:20:00,PM
 0,6/9/2009,1:21:00,PM
 0,6/9/2009,1:21:00,PM
 0,6/9/2009,1:22:00,PM
 0,6/9/2009,1:22:00,PM
 0,6/9/2009,1:22:00,PM
 0,6/9/2009,1:24:00,PM
 0,6/9/2009,1:24:00,PM
 0,6/9/2009,1:25:00,PM
 0,6/9/2009,1:26:00,PM
 0,6/9/2009,1:27:00,PM
 0,6/9/2009,1:28:00,PM
 0,6/9/2009,1:28:00,PM
 0,6/9/2009,1:30:00,PM
 0,6/9/2009,1:31:00,PM
 0,6/9/2009,1:31:00,PM
 0,6/9/2009,1:31:00,PM
 0,6/9/2009,1:33:00,PM
 0,6/9/2009,1:33:00,PM
 0,6/9/2009,1:33:00,PM
 0,6/9/2009,1:34:00,PM
 0,6/9/2009,1:34:00,PM
 0,6/9/2009,1:34:00,PM
 0,6/9/2009,1:35:00,PM
 0,6/9/2009,1:35:00,PM
 0,6/9/2009,1:35:00,PM
 0,6/9/2009,1:36:00,PM
 0,6/9/2009,1:36:00,PM
 0,6/9/2009,1:36:00,PM
 0,6/9/2009,1:37:00,PM
 0,6/9/2009,1:37:00,PM
 0,6/9/2009,1:38:00,PM
 0,6/9/2009,1:38:00,PM
 0,6/9/2009,1:38:00,PM
 0,6/9/2009,1:39:00,PM
 0,6/9/2009,1:39:00,PM
 0,6/9/2009,1:40:00,PM
 0,6/9/2009,1:40:00,PM
 0,6/9/2009,1:41:00,PM
 0,6/9/2009,1:42:00,PM
 0,6/9/2009,1:42:00,PM
 0,6/9/2009,1:42:00,PM
 0,6/9/2009,1:42:00,PM
 0,6/9/2009,1:43:00,PM
 0,6/9/2009,1:43:00,PM
 0,6/9/2009,1:44:00,PM
 0,6/9/2009,1:44:00,PM
 0,6/9/2009,1:44:00,PM
 0,6/9/2009,1:45:00,PM
 0,6/9/2009,1:45:00,PM
 0,6/9/2009,1:45:00,PM
 0,6/9/2009,1:45:00,PM
 0,6/9/2009,1:46:00,PM
 0,6/9/2009,1:46:00,PM
 0,6/9/2009,1:46:00,PM
 0,6/9/2009,1:47:00,PM
 0,6/9/2009,1:48:00,PM
 0,6/9/2009,1:49:00,PM
 2703,6/9/2009,1:49:00,PM
 0,6/9/2009,1:49:00,PM
 0,6/9/2009,1:50:00,PM
 0,6/9/2009,1:50:00,PM
 0,6/9/2009,1:51:00,PM
 0,6/9/2009,1:51:00,PM
 0,6/9/2009,1:52:00,PM
 0,6/9/2009,1:53:00,PM
 0,6/9/2009,1:53:00,PM
 0,6/9/2009,1:53:00,PM
 0,6/9/2009,1:53:00,PM
 0,6/9/2009,1:54:00,PM
 0,6/9/2009,1:54:00,PM
 0,6/9/2009,1:55:00,PM
 0,6/9/2009,1:55:00,PM
 0,6/9/2009,1:56:00,PM
 0,6/9/2009,1:57:00,PM
 0,6/9/2009,2:00:00,PM
 0,6/9/2009,2:00:00,PM
 0,6/9/2009,2:02:00,PM
 0,6/9/2009,2:03:00,PM
 0,6/9/2009,2:03:00,PM
 0,6/9/2009,2:06:00,PM
 0,6/9/2009,2:07:00,PM
 0,6/9/2009,2:09:00,PM
 0,6/9/2009,2:10:00,PM
 0,6/9/2009,2:11:00,PM
 0,6/9/2009,2:12:00,PM
 0,6/9/2009,2:12:00,PM
 0,6/9/2009,2:14:00,PM
 0,6/9/2009,2:14:00,PM
 0,6/9/2009,2:14:00,PM
 0,6/9/2009,2:15:00,PM
 0,6/9/2009,2:15:00,PM
 0,6/9/2009,2:16:00,PM
 0,6/9/2009,2:16:00,PM
 0,6/9/2009,2:17:00,PM
 0,6/9/2009,2:19:00,PM
 0,6/9/2009,2:19:00,PM
 0,6/9/2009,2:20:00,PM
 0,6/9/2009,2:20:00,PM
 0,6/9/2009,2:20:00,PM
 0,6/9/2009,2:21:00,PM
 0,6/9/2009,2:24:00,PM
 0,6/9/2009,2:25:00,PM
 0,6/9/2009,2:25:00,PM
 0,6/9/2009,2:26:00,PM
 0,6/9/2009,2:26:00,PM
 0,6/9/2009,2:28:00,PM
